/IMG/center_2017_02_15_00_27_09_346.jpg,/IMG/left_2017_02_15_00_27_09_346.jpg,/IMG/right_2017_02_15_00_27_09_346.jpg,-0.03471403,0,0,835468
/IMG/center_2017_02_15_00_27_09_417.jpg,/IMG/left_2017_02_15_00_27_09_417.jpg,/IMG/right_2017_02_15_00_27_09_417.jpg,-0.02815448,0,0,8287598
/IMG/center_2017_02_15_00_27_09_490.jpg,/IMG/left_2017_02_15_00_27_09_490.jpg,/IMG/right_2017_02_15_00_27_09_490.jpg,-0.02815448,0,0,8237614
/IMG/center_2017_02_15_00_27_09_560.jpg,/IMG/left_2017_02_15_00_27_09_560.jpg,/IMG/right_2017_02_15_00_27_09_560.jpg,-0.02815448,0.162183,0,8240126
/IMG/center_2017_02_15_00_27_09_635.jpg,/IMG/left_2017_02_15_00_27_09_635.jpg,/IMG/right_2017_02_15_00_27_09_635.jpg,-0.02815448,0.209676,0,8410433
/IMG/center_2017_02_15_00_27_09_707.jpg,/IMG/left_2017_02_15_00_27_09_707.jpg,/IMG/right_2017_02_15_00_27_09_707.jpg,-0.02815448,0.03470689,0,8434309
/IMG/center_2017_02_15_00_27_09_779.jpg,/IMG/left_2017_02_15_00_27_09_779.jpg,/IMG/right_2017_02_15_00_27_09_779.jpg,-0.02815448,0,0,8369073
/IMG/center_2017_02_15_00_27_09_845.jpg,/IMG/left_2017_02_15_00_27_09_845.jpg,/IMG/right_2017_02_15_00_27_09_845.jpg,-0.02815448,0,0,8318578
/IMG/center_2017_02_15_00_27_09_916.jpg,/IMG/left_2017_02_15_00_27_09_916.jpg,/IMG/right_2017_02_15_00_27_09_916.jpg,-0.02815448,0,0,8251723
/IMG/center_2017_02_15_00_27_09_986.jpg,/IMG/left_2017_02_15_00_27_09_986.jpg,/IMG/right_2017_02_15_00_27_09_986.jpg,-0.02815448,0,0,8201935
/IMG/center_2017_02_15_00_27_10_056.jpg,/IMG/left_2017_02_15_00_27_10_056.jpg,/IMG/right_2017_02_15_00_27_10_056.jpg,-0.02815448,0,0,8136017
/IMG/center_2017_02_15_00_27_10_126.jpg,/IMG/left_2017_02_15_00_27_10_126.jpg,/IMG/right_2017_02_15_00_27_10_126.jpg,-0.02815448,0,0,8086926
/IMG/center_2017_02_15_00_27_10_193.jpg,/IMG/left_2017_02_15_00_27_10_193.jpg,/IMG/right_2017_02_15_00_27_10_193.jpg,-0.02815448,0,0,8021931
/IMG/center_2017_02_15_00_27_10_287.jpg,/IMG/left_2017_02_15_00_27_10_287.jpg,/IMG/right_2017_02_15_00_27_10_287.jpg,-0.02815448,0.1547999,0,8022184
/IMG/center_2017_02_15_00_27_10_363.jpg,/IMG/left_2017_02_15_00_27_10_363.jpg,/IMG/right_2017_02_15_00_27_10_363.jpg,-0.03471403,0.354558,0,8204718
/IMG/center_2017_02_15_00_27_10_430.jpg,/IMG/left_2017_02_15_00_27_10_430.jpg,/IMG/right_2017_02_15_00_27_10_430.jpg,-0.03471403,0.3198059,0,8428694
/IMG/center_2017_02_15_00_27_10_502.jpg,/IMG/left_2017_02_15_00_27_10_502.jpg,/IMG/right_2017_02_15_00_27_10_502.jpg,-0.03471403,0.08333981,0,8557184
/IMG/center_2017_02_15_00_27_10_576.jpg,/IMG/left_2017_02_15_00_27_10_576.jpg,/IMG/right_2017_02_15_00_27_10_576.jpg,-0.03471403,0,0,8501871
/IMG/center_2017_02_15_00_27_10_644.jpg,/IMG/left_2017_02_15_00_27_10_644.jpg,/IMG/right_2017_02_15_00_27_10_644.jpg,-0.03471403,0,0,8450576
/IMG/center_2017_02_15_00_27_15_681.jpg,/IMG/left_2017_02_15_00_27_15_681.jpg,/IMG/right_2017_02_15_00_27_15_681.jpg,-0.03799381,0,0,842673
/IMG/center_2017_02_15_00_27_15_750.jpg,/IMG/left_2017_02_15_00_27_15_750.jpg,/IMG/right_2017_02_15_00_27_15_750.jpg,-0.03799381,0,0,8375924
/IMG/center_2017_02_15_00_27_15_820.jpg,/IMG/left_2017_02_15_00_27_15_820.jpg,/IMG/right_2017_02_15_00_27_15_820.jpg,-0.03799381,0.185814,0,8380333
/IMG/center_2017_02_15_00_27_15_889.jpg,/IMG/left_2017_02_15_00_27_15_889.jpg,/IMG/right_2017_02_15_00_27_15_889.jpg,-0.03799381,0.2098501,0,8497831
/IMG/center_2017_02_15_00_27_15_958.jpg,/IMG/left_2017_02_15_00_27_15_958.jpg,/IMG/right_2017_02_15_00_27_15_958.jpg,-0.03799381,0,0,8506423
